date,AvgMissingPercentage,DaysWithData
10/22/2004,18.94682499,6
10/28/2004,28.3279492,6
10/29/2004,65.64814149,6
11/2/2004,32.30733892,6
11/4/2004,12.35735882,6
11/9/2004,20.19406333,6
11/16/2004,37.06942709,6
11/17/2004,60.52393228,6
11/20/2004,52.84595993,6
11/21/2004,58.97329745,6
11/22/2004,11.81752002,6
11/23/2004,18.65279637,6
11/25/2004,28.83023932,6
11/27/2004,4.027451689,6
11/29/2004,63.64798636,6
12/6/2004,9.495295124,7
12/8/2004,10.54070911,7
12/10/2004,27.18741375,7
12/11/2004,9.075415424,7
12/13/2004,9.57861695,7
12/16/2004,26.9491432,7
12/17/2004,32.52804142,7
12/18/2004,20.40763,7
12/22/2004,39.26499033,7
12/25/2004,74.90321111,7
12/27/2004,73.31126824,7
1/1/2005,60.17797553,3
1/2/2005,22.14387955,3
1/5/2005,57.34480639,3
1/7/2005,30.91652935,3
1/8/2005,74.20232875,3
1/9/2005,38.57813064,3
1/10/2005,65.3272101,3
1/11/2005,73.28519856,3
1/12/2005,45.94286438,3
1/13/2005,44.15316274,3
1/17/2005,23.30086696,3
1/18/2005,27.63128739,3
1/19/2005,67.3567226,3
1/20/2005,69.49900684,3
1/21/2005,30.76049943,3
1/22/2005,67.75884666,3
1/25/2005,62.99964627,3
2/1/2005,38.48650598,0
2/2/2005,72.8950923,0
2/3/2005,35.10819211,0
2/11/2005,64.40702155,0
2/14/2005,32.88729957,0
2/15/2005,67.5880128,0
2/20/2005,41.69741697,0
2/21/2005,70.62874917,0
2/22/2005,32.00412513,0
2/27/2005,65.38654799,0
2/28/2005,35.86507843,0
3/7/2005,28.29222117,2
3/14/2005,32.78008299,2
3/16/2005,59.2259848,2
3/19/2005,30.56783407,2
3/21/2005,18.44540407,2
3/25/2005,69.53642384,2
3/26/2005,33.13301745,2
3/27/2005,62.97658626,2
3/30/2005,70.17504986,2
4/14/2005,69.47407135,0
4/27/2005,34.70533209,0
5/4/2005,26.11527725,2
5/16/2005,57.65704119,2
5/25/2005,59.63417169,2
5/27/2005,24.91190024,2
6/5/2005,67.27167126,0
6/6/2005,55.03667317,0
6/7/2005,71.94029851,0
7/16/2005,62.70037427,1
7/28/2005,23.84433455,1
8/7/2005,64.46570062,1
8/15/2005,11.86095062,1
8/17/2005,65.46969262,1
8/20/2005,65.86278886,1
8/26/2005,67.00492896,1
8/29/2005,32.93330256,1
9/1/2005,74.58513298,4
9/2/2005,65.63623293,4
9/8/2005,26.19125863,4
9/10/2005,39.23132705,4
9/14/2005,65.10211394,4
9/17/2005,23.54549842,4
9/18/2005,8.889834113,4
9/23/2005,72.6359958,4
9/29/2005,38.97098739,4
9/30/2005,25.7367387,4
10/1/2005,14.8210904,4
10/2/2005,11.23449042,4
10/4/2005,68.98929148,4
10/12/2005,67.88108423,4
10/13/2005,12.73670304,4
10/15/2005,56.68140088,4
10/20/2005,19.37823834,4
10/23/2005,48.03392444,4
11/1/2005,38.37006786,1
11/2/2005,32.03438395,1
11/5/2005,60.66945607,1
11/7/2005,29.13350521,1
11/9/2005,52.22993062,1
11/12/2005,58.67768595,1
11/18/2005,52.73450447,1
11/20/2005,60.96129663,1
11/25/2005,55.32933324,1
11/26/2005,67.21097322,1
11/30/2005,60.87138668,1
12/5/2005,30.16213773,6
12/7/2005,59.75592844,6
12/9/2005,4.461371055,6
12/14/2005,59.4574019,6
12/15/2005,65.41029507,6
12/16/2005,6.05781624,6
12/18/2005,28.92395501,6
12/19/2005,65.64814149,6
12/20/2005,26.34349638,6
12/23/2005,55.41315346,6
12/25/2005,29.59838002,6
12/26/2005,60.05557485,6
12/27/2005,21.71799884,6
12/28/2005,41.17647059,6
12/30/2005,50.13684348,6
1/3/2006,63.7293917,4
1/7/2006,70.62874917,4
1/8/2006,35.84104711,4
1/10/2006,45.07902525,4
1/12/2006,25.76419214,4
1/22/2006,47.96737525,4
1/23/2006,47.16402657,4
1/24/2006,26.11527725,4
1/26/2006,8.229988726,4
1/28/2006,8.143628256,4
1/29/2006,62.51675249,4
2/2/2006,64.05582455,6
2/5/2006,27.52532241,6
2/8/2006,68.84068592,6
2/9/2006,15.90120227,6
2/11/2006,15.45978452,6
2/12/2006,68.56892011,6
2/13/2006,8.392924351,6
2/14/2006,28.20655501,6
2/18/2006,68.80357535,6
2/22/2006,23.50576253,6
2/25/2006,48.17673162,6
3/2/2006,68.58125412,2
3/3/2006,60.06669446,2
3/4/2006,34.48517394,2
3/8/2006,61.09635016,2
3/11/2006,73.28519856,2
3/13/2006,55.36075523,2
3/15/2006,26.03938731,2
3/20/2006,18.72616716,2
3/25/2006,64.50092817,2
4/3/2006,15.54663992,2
4/7/2006,59.2259848,2
4/21/2006,20.52100225,2
5/3/2006,60.62465142,1
5/21/2006,42.58308064,1
5/30/2006,28.79423109,1
7/26/2006,40.05227646,0
8/3/2006,31.55190134,1
8/4/2006,10.83317298,1
8/6/2006,69.18783962,1
8/10/2006,60.88261993,1
8/13/2006,34.4694759,1
8/18/2006,72.7265912,1
8/19/2006,39.72951665,1
8/22/2006,41.09001837,1
8/29/2006,36.42015513,1
9/3/2006,26.39894668,5
9/5/2006,8.925869894,5
9/8/2006,69.49900684,5
9/9/2006,74.12333736,5
9/10/2006,17.42520769,5
9/11/2006,69.63628332,5
9/20/2006,19.22380336,5
9/21/2006,48.56848078,5
9/28/2006,12.46156099,5
10/7/2006,17.92404545,3
10/8/2006,43.64089776,3
10/9/2006,6.829878982,3
10/10/2006,55.78093306,3
10/11/2006,64.41875401,3
10/12/2006,66.07799322,3
10/14/2006,66.14985217,3
10/16/2006,6.430155211,3
10/25/2006,47.17342702,3
10/28/2006,60.30056356,3
10/30/2006,58.19829717,3
11/1/2006,30.6122449,2
11/3/2006,72.59719829,2
11/8/2006,5.008887471,2
11/9/2006,47.10764909,2
11/10/2006,42.95464416,2
11/12/2006,61.57082749,2
11/13/2006,52.88652953,2
11/14/2006,17.03748857,2
11/15/2006,39.76342129,2
11/21/2006,58.59030837,2
11/24/2006,69.57385736,2
12/3/2006,41.42778221,2
12/10/2006,72.90806754,2
12/18/2006,29.64213369,2
12/21/2006,40.61641745,2
12/23/2006,57.8298397,2
12/27/2006,65.45780969,2
12/29/2006,52.43135958,2
12/30/2006,12.95225022,2
1/8/2007,61.57082749,2
1/10/2007,23.16903667,2
1/13/2007,66.20978214,2
1/18/2007,73.11593658,2
1/22/2007,64.63022508,2
1/25/2007,15.63942983,2
1/27/2007,74.03127124,2
1/30/2007,46.93877551,2
2/2/2007,25.46286212,6
2/3/2007,27.58888027,6
2/4/2007,73.62471741,6
2/5/2007,49.4745037,6
2/11/2007,42.36282748,6
2/12/2007,38.32022573,6
2/16/2007,28.67913991,6
2/19/2007,66.03012178,6
2/21/2007,22.31896369,6
2/26/2007,12.14407398,6
2/28/2007,29.1769455,6
3/7/2007,59.12701153,3
3/8/2007,65.94641314,3
3/9/2007,58.65583253,3
3/12/2007,63.46222065,3
3/14/2007,60.9163291,3
3/18/2007,66.29375677,3
3/20/2007,11.06290672,3
3/23/2007,22.97181896,3
3/30/2007,25.26504649,3
4/4/2007,68.48263254,1
4/6/2007,60.860155,1
4/8/2007,55.7598702,1
4/29/2007,22.23460131,1
5/3/2007,8.566581849,1
5/12/2007,54.06218656,1
5/20/2007,58.51393189,1
5/22/2007,69.28728876,1
5/24/2007,35.92118459,1
6/4/2007,41.64514939,2
6/11/2007,41.63644188,2
6/12/2007,74.59836314,2
6/16/2007,16.99588686,2
6/20/2007,13.73284628,2
6/23/2007,72.8432108,2
7/25/2007,68.29802776,0
7/27/2007,46.14652712,0
7/28/2007,71.46684528,0
8/6/2007,39.34079226,5
8/8/2007,71.65847117,5
8/10/2007,61.40105079,5
8/12/2007,28.56425423,5
8/13/2007,37.74961138,5
8/14/2007,27.07517511,5
8/15/2007,17.85769093,5
8/16/2007,17.59902001,5
8/19/2007,68.77884404,5
8/20/2007,62.79234085,5
8/21/2007,12.36283833,5
8/22/2007,36.43631196,5
8/25/2007,52.92712067,5
9/8/2007,50.99285667,4
9/14/2007,74.12333736,4
9/15/2007,21.73729261,4
9/16/2007,44.79638009,4
9/17/2007,60.5015674,4
9/19/2007,60.06669446,4
9/20/2007,17.79743341,4
9/21/2007,10.20232458,4
9/22/2007,20.9321856,4
9/28/2007,73.95243488,4
10/5/2007,15.2691615,3
10/7/2007,57.94885857,3
10/12/2007,37.33905579,3
10/18/2007,62.8959276,3
10/21/2007,5.926164314,3
10/22/2007,64.30150467,3
10/24/2007,60.44568245,3
10/28/2007,14.26304305,3
10/29/2007,55.37123205,3
11/4/2007,19.89384399,5
11/7/2007,45.27112232,5
11/8/2007,42.23978269,5
11/11/2007,62.37930791,5
11/13/2007,5.901820188,5
11/14/2007,57.97051766,5
11/15/2007,24.48670845,5
11/18/2007,34.5480028,5
11/22/2007,32.54328942,5
11/24/2007,12.91350159,5
11/25/2007,20.68513959,5
12/1/2007,32.88729957,2
12/5/2007,64.86583184,2
12/6/2007,37.10205296,2
12/8/2007,68.59358993,2
12/9/2007,54.50643777,2
12/15/2007,39.68715897,2
12/16/2007,62.27637695,2
12/18/2007,64.72438693,2
12/20/2007,13.26876751,2
12/24/2007,8.864108864,2
12/27/2007,37.70021516,2
1/1/2008,61.31064902,1
1/2/2008,59.47947671,1
1/3/2008,46.68619087,1
1/4/2008,23.07692308,1
1/5/2008,62.79234085,1
1/6/2008,32.79538905,1
1/25/2008,41.43646409,1
1/30/2008,67.61239633,1
2/1/2008,13.68234075,5
2/4/2008,46.80769721,5
2/5/2008,35.26683497,5
2/7/2008,36.93907875,5
2/8/2008,15.19424029,5
2/10/2008,52.44144502,5
2/11/2008,65.66005177,5
2/13/2008,33.80567977,5
2/14/2008,54.25816818,5
2/15/2008,34.20316869,5
2/17/2008,66.54619055,5
2/20/2008,34.35969209,5
2/21/2008,17.2220809,5
2/22/2008,44.74180173,5
2/24/2008,13.37466785,5
2/27/2008,68.47031296,5
2/28/2008,29.54737138,5
2/29/2008,46.21144815,5
3/6/2008,51.58892032,4
3/7/2008,55.03667317,4
3/8/2008,25.61334642,4
3/11/2008,26.31578947,4
3/15/2008,12.82503305,4
3/22/2008,70.55296469,4
3/27/2008,29.27116647,4
4/1/2008,10.6203188,1
4/3/2008,71.28838005,1
4/5/2008,65.41029507,1
4/11/2008,64.99570324,1
5/6/2008,49.3388644,1
5/21/2008,28.3136556,1
6/13/2008,47.25808513,0
7/17/2008,74.38692098,1
7/22/2008,31.3044965,1
7/23/2008,27.44067703,1
7/24/2008,40.61641745,1
7/25/2008,64.16102601,1
8/7/2008,19.68209444,2
8/9/2008,29.2276628,2
8/14/2008,63.69449378,2
8/15/2008,65.03115823,2
8/16/2008,36.03353605,2
8/18/2008,53.58976068,2
8/21/2008,45.24364874,2
9/1/2008,58.65583253,1
9/3/2008,16.24035114,1
9/8/2008,49.11656203,1
9/9/2008,46.75159236,1
9/10/2008,39.3745085,1
9/12/2008,39.59406241,1
9/17/2008,67.94226984,1
9/23/2008,63.45062429,1
9/24/2008,34.79990639,1
10/2/2008,30.23571307,3
10/3/2008,55.68619501,3
10/16/2008,15.43664512,3
10/21/2008,18.75676512,3
10/28/2008,25.41505634,3
10/30/2008,64.93664543,3
11/1/2008,8.052337851,4
11/6/2008,68.71704745,4
11/13/2008,26.91417869,4
11/17/2008,53.06935955,4
11/18/2008,58.01385365,4
11/19/2008,63.03424851,4
11/20/2008,25.55174105,4
11/22/2008,25.75046392,4
11/26/2008,45.09729832,4
11/28/2008,72.3518851,4
11/29/2008,42.57425743,4
12/1/2008,66.63050553,3
12/3/2008,6.780367984,3
12/4/2008,46.87320711,3
12/6/2008,7.56302521,3
12/7/2008,36.97164259,3
12/8/2008,74.17599032,3
12/10/2008,67.96675658,3
12/12/2008,60.24481847,3
12/15/2008,17.34148205,3
12/18/2008,72.28744485,3
12/19/2008,61.97975253,3
12/20/2008,40.7366685,3
12/23/2008,66.0899654,3
12/26/2008,37.74137622,3
12/27/2008,47.27691128,3
12/28/2008,42.05561379,3
12/29/2008,72.00447928,3
1/1/2009,68.77884404,5
1/2/2009,20.54622508,5
1/5/2009,73.82119955,5
1/6/2009,23.67149758,5
1/11/2009,44.23438087,5
1/13/2009,34.2500874,5
1/14/2009,18.12355806,5
1/15/2009,45.82278481,5
1/16/2009,23.95093609,5
1/17/2009,72.53257451,5
1/23/2009,62.33354471,5
1/24/2009,67.12606993,5
1/25/2009,5.119080208,5
2/1/2009,7.32752597,6
2/3/2009,72.22305277,6
2/5/2009,51.95884448,6
2/6/2009,23.18879324,6
2/8/2009,8.833254606,6
2/10/2009,15.36150611,6
2/12/2009,26.32271506,6
2/17/2009,59.21498169,6
2/21/2009,18.83026458,6
3/2/2009,38.3119222,3
3/5/2009,71.36481964,3
3/7/2009,36.45247261,3
3/10/2009,19.92504685,3
3/12/2009,58.55756658,3
3/26/2009,29.97856256,3
3/27/2009,68.02800467,3
3/30/2009,7.162790698,3
4/2/2009,17.18034788,6
4/4/2009,72.4679991,6
4/6/2009,19.72562877,6
4/8/2009,63.62474256,6
4/9/2009,49.52300604,6
4/11/2009,18.15990564,6
4/15/2009,18.92840551,6
4/22/2009,43.55140187,6
4/27/2009,26.15671029,6
4/29/2009,13.68234075,6
5/13/2009,66.18580496,0
6/2/2009,67.95451232,1
6/7/2009,24.79012078,1
7/16/2009,53.02869288,0
7/25/2009,69.97417927,0
7/26/2009,64.2312353,0
7/30/2009,52.39103115,0
8/3/2009,34.57157876,3
8/4/2009,64.25465174,3
8/8/2009,27.22955437,3
8/12/2009,50.7360157,3
8/17/2009,49.51330305,3
8/24/2009,48.1957934,3
8/26/2009,16.31663974,3
8/27/2009,42.48608534,3
8/28/2009,9.406904411,3
8/29/2009,56.20338983,3
9/4/2009,62.27637695,2
9/5/2009,54.82830455,2
9/6/2009,13.05201178,2
9/16/2009,70.95792832,2
9/20/2009,8.520559559,2
9/24/2009,62.67739886,2
9/25/2009,56.08698598,2
9/26/2009,69.26241552,2
10/1/2009,33.56521739,5
10/4/2009,56.23516647,5
10/8/2009,29.39458609,5
10/10/2009,53.97981688,5
10/11/2009,22.30597728,5
10/13/2009,12.12770099,5
10/15/2009,9.52131958,5
10/18/2009,67.41752652,5
10/21/2009,40.48780488,5
10/27/2009,17.10292249,5
11/3/2009,62.83836314,1
11/4/2009,62.97658626,1
11/6/2009,60.49038729,1
11/7/2009,29.65672482,1
11/9/2009,35.33039648,1
11/18/2009,72.04301075,1
11/20/2009,56.4579655,1
11/21/2009,54.47536038,1
11/23/2009,44.08104559,1
12/2/2009,25.87412587,2
12/4/2009,34.51658104,2
12/6/2009,10.45591831,2
12/7/2009,56.62814412,2
12/18/2009,33.58070501,2
12/20/2009,31.15500655,2
12/21/2009,64.94845361,2
12/22/2009,47.18282867,2
12/23/2009,36.94721826,2
12/25/2009,35.02109705,2
12/27/2009,60.81524394,2
12/29/2009,59.10503418,2
1/1/2010,48.87567847,5
1/2/2010,43.42629482,5
1/5/2010,6.716072256,5
1/6/2010,66.01815824,5
1/7/2010,9.003169797,5
1/8/2010,52.07920792,5
1/9/2010,23.26788294,5
1/10/2010,19.03285803,5
1/14/2010,36.06567058,5
1/15/2010,56.18221258,5
1/16/2010,54.50643777,5
1/17/2010,65.56481748,5
1/19/2010,26.10147228,5
1/23/2010,59.14899496,5
1/24/2010,43.90106802,5
1/26/2010,32.68067953,5
1/27/2010,48.78915079,5
1/30/2010,54.16527267,5
2/3/2010,72.28744485,0
2/6/2010,45.53723707,0
2/18/2010,71.00868403,0
2/20/2010,37.25723817,0
2/22/2010,31.57443892,0
2/24/2010,52.07920792,0
3/10/2010,58.6012253,1
3/11/2010,38.18748875,1
3/17/2010,60.78157711,1
3/19/2010,65.80310881,1
3/22/2010,72.4679991,1
3/27/2010,59.42430113,1
3/30/2010,18.47585746,1
4/11/2010,61.10761485,1
4/25/2010,11.09503833,1
4/30/2010,71.44132748,1
5/2/2010,11.245232,2
5/9/2010,34.21880461,2
5/18/2010,71.77365243,2
5/26/2010,74.26820967,2
5/27/2010,22.39694008,2
6/1/2010,59.56783711,2
6/2/2010,61.74096174,2
6/3/2010,16.84162483,2
6/4/2010,71.63289631,2
6/10/2010,16.11147508,2
6/12/2010,60.0778156,2
7/4/2010,63.25373769,3
7/14/2010,55.81253804,3
7/17/2010,57.11947627,3
7/19/2010,24.37918376,3
7/22/2010,28.34939558,3
7/23/2010,28,3
7/26/2010,74.90321111,3
7/28/2010,36.16216536,3
8/4/2010,56.30936228,5
8/5/2010,28.68632708,5
8/6/2010,29.36552499,5
8/20/2010,35.20333314,5
8/21/2010,49.25179763,5
8/22/2010,10.78520941,5
8/24/2010,26.76056338,5
8/27/2010,43.11447916,5
8/28/2010,23.87096774,5
8/29/2010,30.85704549,5
8/30/2010,41.73228346,5
9/1/2010,64.72438693,4
9/2/2010,40.2825134,4
9/3/2010,54.24784093,4
9/4/2010,64.90123103,4
9/5/2010,39.96719519,4
9/6/2010,50.68672335,4
9/12/2010,62.34498309,4
9/13/2010,50.6079226,4
9/14/2010,23.7711523,4
9/18/2010,25.51754195,4
9/21/2010,54.85952413,4
9/22/2010,11.76327917,4
9/25/2010,27.01913005,4
10/2/2010,32.04951857,1
10/6/2010,71.07217107,1
10/11/2010,6.277964851,1
10/13/2010,33.28705311,1
10/16/2010,74.96962333,1
11/1/2010,36.59809095,3
11/3/2010,17.32355637,3
11/5/2010,11.60087188,3
11/10/2010,25.72301648,3
11/11/2010,72.99894879,3
11/21/2010,73.38952438,3
11/30/2010,71.86334477,3
12/3/2010,51.62882527,3
12/4/2010,22.99807816,3
12/5/2010,26.70479542,3
12/9/2010,53.74349393,3
12/12/2010,53.20167564,3
12/18/2010,37.4947783,3
12/23/2010,4.390376512,3
12/25/2010,70.66666667,3
12/27/2010,52.92712067,3
12/28/2010,31.36438794,3
12/29/2010,64.38356164,3
1/1/2011,42.79516579,5
1/2/2011,33.08687616,5
1/4/2011,48.95267649,5
1/8/2011,17.9542313,5
1/10/2011,73.96556931,5
1/12/2011,27.69495095,5
1/13/2011,50.87420601,5
1/17/2011,7.167775245,5
1/19/2011,51.45937418,5
1/20/2011,37.15918562,5
1/22/2011,26.36428454,5
1/24/2011,31.28953217,5
1/25/2011,70.28824834,5
1/26/2011,68.5442575,5
1/27/2011,23.41975573,5
2/3/2011,51.22079286,1
2/4/2011,9.163271108,1
2/7/2011,46.92003571,1
2/9/2011,56.57492355,1
2/13/2011,74.63806564,1
2/15/2011,64.63022508,1
2/16/2011,65.70771001,1
2/18/2011,54.48571812,1
2/22/2011,58.77610089,1
2/23/2011,63.71775741,1
3/2/2011,68.06477497,2
3/4/2011,59.06109769,2
3/6/2011,74.38692098,2
3/8/2011,60.26711185,2
3/9/2011,50.32295948,2
3/10/2011,43.29249331,2
3/11/2011,58.40495015,2
3/13/2011,14.64968153,2
3/16/2011,49.86340575,2
3/17/2011,59.52364467,2
3/18/2011,40.97778866,2
3/27/2011,14.89552685,2
3/29/2011,32.02681795,2
4/1/2011,14.1837645,5
4/2/2011,73.27216665,5
4/4/2011,74.33414044,5
4/5/2011,5.157462346,5
4/10/2011,63.11504425,5
4/12/2011,14.70105043,5
4/14/2011,46.92003571,5
4/19/2011,49.60067528,5
4/20/2011,44.6146121,5
4/24/2011,29.1914321,5
4/28/2011,19.91880498,5
4/29/2011,73.86054935,5
5/14/2011,47.3239977,0
5/19/2011,30.57523378,0
6/6/2011,72.21018013,1
6/29/2011,15.91286411,1
6/30/2011,54.96368039,1
7/6/2011,31.82286303,5
7/9/2011,52.13946117,5
7/10/2011,34.83935155,5
7/13/2011,24.49343492,5
7/14/2011,60.59106433,5
7/15/2011,12.41217799,5
7/16/2011,15.10216316,5
7/17/2011,18.17808781,5
7/22/2011,29.25666199,5
7/23/2011,70.31342401,5
8/3/2011,67.32026144,1
8/7/2011,58.07890223,1
8/8/2011,47.79652319,1
8/9/2011,28.88068468,1
8/11/2011,34.73684211,1
8/14/2011,60.52393228,1
8/18/2011,56.79869334,1
8/23/2011,47.06070084,1
8/26/2011,48.37712519,1
9/6/2011,71.69684775,5
9/7/2011,62.26494824,5
9/8/2011,40.20568369,5
9/9/2011,66.94442432,5
9/10/2011,18.11144717,5
9/11/2011,73.16798196,5
9/12/2011,13.69917094,5
9/14/2011,29.85402694,5
9/15/2011,57.98134942,5
9/18/2011,33.41826394,5
9/19/2011,29.35099933,5
9/22/2011,58.66675849,5
9/28/2011,27.51826433,5
10/3/2011,31.7625529,3
10/7/2011,15.59301626,3
10/12/2011,53.51812367,3
10/16/2011,32.45185398,3
10/25/2011,12.57145649,3
10/26/2011,55.85469796,3
10/28/2011,20.93853341,3
11/1/2011,29.38731959,4
11/4/2011,47.75860963,4
11/13/2011,21.2440141,4
11/15/2011,73.15496768,4
11/17/2011,51.33998949,4
11/20/2011,13.76092431,4
11/24/2011,7.583115428,4
11/25/2011,53.04902352,4
11/26/2011,65.99423631,4
12/4/2011,29.03225806,5
12/5/2011,29.84670875,5
12/10/2011,22.67717374,5
12/11/2011,40.49637173,5
12/12/2011,30.47171414,5
12/13/2011,56.22457282,5
12/15/2011,17.98443261,5
12/17/2011,15.91286411,5
12/19/2011,34.71320821,5
12/24/2011,44.90566038,5
12/26/2011,50.91373551,5
